Mod:Item:MetaData, Localized Name
tconstruct:cross_guard:0, Sponge Cross Guard
tconstruct:cross_guard:0, Firewood Cross Guard
tconstruct:cross_guard:0, Iron Cross Guard
tconstruct:cross_guard:0, Pig Iron Cross Guard
tconstruct:cross_guard:0, Knightslime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Slime Cross Guard
tconstruct:cross_guard:0, Magma Slime Cross Guard
tconstruct:cross_guard:0, Netherrack Cross Guard
tconstruct:cross_guard:0, Cobalt Cross Guard
tconstruct:cross_guard:0, Ardite Cross Guard
tconstruct:cross_guard:0, Manyullyn Cross Guard
tconstruct:cross_guard:0, Copper Cross Guard
tconstruct:cross_guard:0, Bronze Cross Guard
tconstruct:cross_guard:0, Lead Cross Guard
tconstruct:cross_guard:0, Silver Cross Guard
tconstruct:cross_guard:0, Electrum Cross Guard
tconstruct:cross_guard:0, Steel Cross Guard
tconstruct:cross_guard:0, Treated Wood Cross Guard
tconstruct:cross_guard:0, Constantan Cross Guard
tconstruct:large_plate:0, Wooden Large Plate
tconstruct:large_plate:0, Stone Large Plate
tconstruct:large_plate:0, Flint Large Plate
tconstruct:large_plate:0, Cactus Large Plate
tconstruct:large_plate:0, Bone Large Plate
tconstruct:large_plate:0, Obsidian Large Plate
tconstruct:large_plate:0, Prismarine Large Plate
tconstruct:large_plate:0, End Large Plate
tconstruct:large_plate:0, Paper Large Plate
tconstruct:large_plate:0, Sponge Large Plate
tconstruct:large_plate:0, Firewood Large Plate
tconstruct:large_plate:0, Iron Large Plate
tconstruct:large_plate:0, Pig Iron Large Plate
tconstruct:large_plate:0, Knightslime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Slime Large Plate
tconstruct:large_plate:0, Magma Slime Large Plate
tconstruct:large_plate:0, Netherrack Large Plate
tconstruct:large_plate:0, Cobalt Large Plate
tconstruct:large_plate:0, Ardite Large Plate
tconstruct:large_plate:0, Manyullyn Large Plate
tconstruct:large_plate:0, Copper Large Plate
tconstruct:large_plate:0, Bronze Large Plate
tconstruct:large_plate:0, Lead Large Plate
tconstruct:large_plate:0, Silver Large Plate
tconstruct:large_plate:0, Electrum Large Plate
tconstruct:large_plate:0, Steel Large Plate
tconstruct:large_plate:0, Treated Wood Large Plate
tconstruct:large_plate:0, Constantan Large Plate
tconstruct:knife_blade:0, Wooden Knife Blade
tconstruct:knife_blade:0, Stone Knife Blade
tconstruct:knife_blade:0, Flint Knife Blade
tconstruct:knife_blade:0, Cactus Knife Blade
tconstruct:knife_blade:0, Bone Knife Blade
tconstruct:knife_blade:0, Obsidian Knife Blade
tconstruct:knife_blade:0, Prismarine Knife Blade
tconstruct:knife_blade:0, End Knife Blade
tconstruct:knife_blade:0, Paper Knife Blade
tconstruct:knife_blade:0, Sponge Knife Blade
tconstruct:knife_blade:0, Firewood Knife Blade
tconstruct:knife_blade:0, Iron Knife Blade
tconstruct:knife_blade:0, Pig Iron Knife Blade
tconstruct:knife_blade:0, Knightslime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Slime Knife Blade
tconstruct:knife_blade:0, Magma Slime Knife Blade
tconstruct:knife_blade:0, Netherrack Knife Blade
tconstruct:knife_blade:0, Cobalt Knife Blade
tconstruct:knife_blade:0, Ardite Knife Blade
tconstruct:knife_blade:0, Manyullyn Knife Blade
tconstruct:knife_blade:0, Copper Knife Blade
tconstruct:knife_blade:0, Bronze Knife Blade
tconstruct:knife_blade:0, Lead Knife Blade
tconstruct:knife_blade:0, Silver Knife Blade
tconstruct:knife_blade:0, Electrum Knife Blade
tconstruct:knife_blade:0, Steel Knife Blade
tconstruct:knife_blade:0, Treated Wood Knife Blade
tconstruct:knife_blade:0, Constantan Knife Blade
tconstruct:bow_limb:0, Wooden Bowlimb
tconstruct:bow_limb:0, Stone Bowlimb
tconstruct:bow_limb:0, Flint Bowlimb
tconstruct:bow_limb:0, Cactus Bowlimb
tconstruct:bow_limb:0, Bone Bowlimb
tconstruct:bow_limb:0, Obsidian Bowlimb
tconstruct:bow_limb:0, Prismarine Bowlimb
tconstruct:bow_limb:0, End Bowlimb
tconstruct:bow_limb:0, Paper Bowlimb
tconstruct:bow_limb:0, Sponge Bowlimb
tconstruct:bow_limb:0, Firewood Bowlimb
tconstruct:bow_limb:0, Iron Bowlimb
tconstruct:bow_limb:0, Pig Iron Bowlimb
tconstruct:bow_limb:0, Knightslime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Slime Bowlimb
tconstruct:bow_limb:0, Magma Slime Bowlimb
tconstruct:bow_limb:0, Netherrack Bowlimb
tconstruct:bow_limb:0, Cobalt Bowlimb
tconstruct:bow_limb:0, Ardite Bowlimb
tconstruct:bow_limb:0, Manyullyn Bowlimb
tconstruct:bow_limb:0, Copper Bowlimb
tconstruct:bow_limb:0, Bronze Bowlimb
tconstruct:bow_limb:0, Lead Bowlimb
tconstruct:bow_limb:0, Silver Bowlimb
tconstruct:bow_limb:0, Electrum Bowlimb
tconstruct:bow_limb:0, Steel Bowlimb
tconstruct:bow_limb:0, Treated Wood Bowlimb
tconstruct:bow_limb:0, Constantan Bowlimb
tconstruct:bow_string:0, String Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Slimevine Bowstring
tconstruct:bow_string:0, Vines Bowstring
tconstruct:bow_string:0, Hemp Fiber Bowstring
tconstruct:arrow_head:0, Wooden Arrow Head
tconstruct:arrow_head:0, Stone Arrow Head
tconstruct:arrow_head:0, Flint Arrow Head
tconstruct:arrow_head:0, Cactus Arrow Head
tconstruct:arrow_head:0, Bone Arrow Head
tconstruct:arrow_head:0, Obsidian Arrow Head
tconstruct:arrow_head:0, Prismarine Arrow Head
tconstruct:arrow_head:0, End Arrow Head
tconstruct:arrow_head:0, Paper Arrow Head
tconstruct:arrow_head:0, Sponge Arrow Head
tconstruct:arrow_head:0, Firewood Arrow Head
tconstruct:arrow_head:0, Iron Arrow Head
tconstruct:arrow_head:0, Pig Iron Arrow Head
tconstruct:arrow_head:0, Knightslime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Slime Arrow Head
tconstruct:arrow_head:0, Magma Slime Arrow Head
tconstruct:arrow_head:0, Netherrack Arrow Head
tconstruct:arrow_head:0, Cobalt Arrow Head
tconstruct:arrow_head:0, Ardite Arrow Head
tconstruct:arrow_head:0, Manyullyn Arrow Head
tconstruct:arrow_head:0, Copper Arrow Head
tconstruct:arrow_head:0, Bronze Arrow Head
tconstruct:arrow_head:0, Lead Arrow Head
tconstruct:arrow_head:0, Silver Arrow Head
tconstruct:arrow_head:0, Electrum Arrow Head
tconstruct:arrow_head:0, Steel Arrow Head
tconstruct:arrow_head:0, Treated Wood Arrow Head
tconstruct:arrow_head:0, Constantan Arrow Head
tconstruct:arrow_shaft:0, Wooden Arrow Shaft
tconstruct:arrow_shaft:0, Bone Arrow Shaft
tconstruct:arrow_shaft:0, Blazerod Arrow Shaft
tconstruct:arrow_shaft:0, Reeds Arrow Shaft
tconstruct:arrow_shaft:0, Ice Arrow Shaft
tconstruct:arrow_shaft:0, Endrod Arrow Shaft
tconstruct:arrow_shaft:0, Treated Wood Arrow Shaft
tconstruct:fletching:0, Feather Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Slimeleaf Fletching
tconstruct:fletching:0, Leaf Fletching
tconstruct:bolt_core:0, Wood-Iron Bolt Core
tconstruct:bolt_core:0, Bone-Iron Bolt Core
tconstruct:bolt_core:0, Blazerod-Iron Bolt Core
tconstruct:bolt_core:0, Reeds-Iron Bolt Core
tconstruct:bolt_core:0, Ice-Iron Bolt Core
tconstruct:bolt_core:0, Endrod-Iron Bolt Core
tconstruct:bolt_core:0, Treated Wood-Iron Bolt Core
tconstruct:tooltables:0, Crafting Station
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:1, Stencil Table
tconstruct:tooltables:4, Pattern Chest
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:2, Part Builder
tconstruct:tooltables:5, Part Chest
tconstruct:tooltables:3, Tool Station
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:toolforge:0, Tool Forge
tconstruct:pickaxe, Pickaxe
tconstruct:shovel, Shovel
tconstruct:hatchet, Hatchet
tconstruct:mattock, Mattock
tconstruct:kama, Kama
tconstruct:hammer, Hammer
tconstruct:excavator, Excavator
tconstruct:lumberaxe, Lumberaxe
tconstruct:scythe, Scythe
tconstruct:broadsword, Broadsword
tconstruct:longsword, Longsword
tconstruct:rapier, Rapier
tconstruct:frypan, Frypan
tconstruct:battlesign, Battlesign
tconstruct:cleaver, Cleaver
tconstruct:shortbow, Shortbow
tconstruct:longbow, Longbow
tconstruct:crossbow, Crossbow
tconstruct:arrow, Arrow
tconstruct:bolt, Bolt
tconstruct:shuriken, Shuriken
tconstruct:seared:0, Seared Stone
tconstruct:seared:1, Seared Cobblestone
tconstruct:seared:2, Seared Paver
tconstruct:seared:3, Seared Bricks
tconstruct:seared:4, Cracked Seared Bricks
tconstruct:seared:5, Fancy Seared Bricks
tconstruct:seared:6, Square Seared Bricks
tconstruct:seared:7, Seared Road
tconstruct:seared:8, Seared Creeperface
tconstruct:seared:9, Triangle Seared Bricks
tconstruct:seared:10, Small Seared Bricks
tconstruct:seared:11, Seared Tiles
tconstruct:smeltery_controller:0, Smeltery Controller
tconstruct:seared_tank:0, Seared Tank
tconstruct:seared_tank:1, Seared Gauge
tconstruct:seared_tank:2, Seared Window
tconstruct:faucet:0, Seared Faucet
tconstruct:channel:0, Casting Channel
tconstruct:casting:0, Casting Table
tconstruct:casting:1, Casting Basin
tconstruct:smeltery_io:0, Seared Drain
tconstruct:seared_glass:0, Seared Glass
tconstruct:seared_furnace_controller:0, Seared Furnace Controller
tconstruct:tinker_tank_controller:0, Tinker Tank Controller
tconstruct:seared_slab:0, Seared Stone Slab
tconstruct:seared_slab:1, Seared Cobblestone Slab
tconstruct:seared_slab:2, Seared Paver Slab
tconstruct:seared_slab:3, Seared Bricks Slab
tconstruct:seared_slab:4, Cracked Seared Bricks Slab
tconstruct:seared_slab:5, Fancy Seared Bricks Slab
tconstruct:seared_slab:6, Square Seared Bricks Slab
tconstruct:seared_slab:7, Seared Road Slab
tconstruct:seared_slab2:0, Seared Creeperface Slab
tconstruct:seared_slab2:1, Triangle Seared Bricks Slab
tconstruct:seared_slab2:2, Small Seared Bricks Slab
tconstruct:seared_slab2:3, Seared Tile Slab
tconstruct:seared_stairs_stone:0, Seared Stone Stairs
tconstruct:seared_stairs_cobble:0, Seared Cobblestone Stairs
tconstruct:seared_stairs_paver:0, Seared Paver Stairs
tconstruct:seared_stairs_brick:0, Seared Bricks Stairs
tconstruct:seared_stairs_brick_cracked:0, Cracked Seared Bricks Stairs
tconstruct:seared_stairs_brick_fancy:0, Fancy Seared Bricks Stairs
tconstruct:seared_stairs_brick_square:0, Square Seared Bricks Stairs
tconstruct:seared_stairs_brick_triangle:0, Triangle Seared Bricks Stairs
tconstruct:seared_stairs_brick_small:0, Small Seared Bricks Stairs
tconstruct:seared_stairs_road:0, Seared Road Stairs
tconstruct:seared_stairs_tile:0, Seared Tile Stairs
tconstruct:seared_stairs_creeper:0, Seared Creeperface Stairs
tconstruct:cast:0, Blank Cast
tconstruct:cast:0, Sharpening Kit Cast
tconstruct:cast:0, Scythe Head Cast
tconstruct:cast:0, Sign Plate Cast
tconstruct:cast:0, Shard Cast
tconstruct:cast:0, Kama Head Cast
tconstruct:cast:0, Wide Guard Cast
tconstruct:cast:0, Bowlimb Cast
tconstruct:cast:0, Cross Guard Cast
tconstruct:cast:0, Pan Cast
tconstruct:cast:0, Arrow Head Cast
tconstruct:cast:0, Axe Head Cast
tconstruct:cast:0, Excavator Head Cast
tconstruct:cast:0, Tool Rod Cast
tconstruct:cast:0, Shovel Head Cast
tconstruct:cast:0, Sword Blade Cast
tconstruct:cast:0, Knife Blade Cast
tconstruct:cast:0, Binding Cast
tconstruct:cast:0, Large Sword Blade Cast
tconstruct:cast:0, Large Plate Cast
tconstruct:cast:0, Tough Binding Cast
tconstruct:cast:0, Tough Tool Rod Cast
tconstruct:cast:0, Broad Axe Head Cast
tconstruct:cast:0, Pickaxe Head Cast
tconstruct:cast:0, Hammer Head Cast
tconstruct:cast:0, Hand Guard Cast
tconstruct:cast_custom:0, Ingot Cast
tconstruct:cast_custom:1, Nugget Cast
tconstruct:cast_custom:2, Gem Cast
tconstruct:cast_custom:3, Plate Cast
tconstruct:cast_custom:4, Gear Cast
tconstruct:clay_cast:0, item.tconstruct.clay_cast.blank
tconstruct:clay_cast:0, Sharpening Kit Clay Cast
tconstruct:clay_cast:0, Scythe Head Clay Cast
tconstruct:clay_cast:0, Sign Plate Clay Cast
tconstruct:clay_cast:0, Shard Clay Cast
tconstruct:clay_cast:0, Kama Head Clay Cast
tconstruct:clay_cast:0, Wide Guard Clay Cast
tconstruct:clay_cast:0, Bowlimb Clay Cast
tconstruct:clay_cast:0, Cross Guard Clay Cast
tconstruct:clay_cast:0, Pan Clay Cast
tconstruct:clay_cast:0, Arrow Head Clay Cast
tconstruct:clay_cast:0, Axe Head Clay Cast
tconstruct:clay_cast:0, Excavator Head Clay Cast
tconstruct:clay_cast:0, Tool Rod Clay Cast
tconstruct:clay_cast:0, Shovel Head Clay Cast
tconstruct:clay_cast:0, Sword Blade Clay Cast
tconstruct:clay_cast:0, Knife Blade Clay Cast
tconstruct:clay_cast:0, Binding Clay Cast
tconstruct:clay_cast:0, Large Sword Blade Clay Cast
tconstruct:clay_cast:0, Large Plate Clay Cast
tconstruct:clay_cast:0, Tough Binding Clay Cast
tconstruct:clay_cast:0, Tough Tool Rod Clay Cast
tconstruct:clay_cast:0, Broad Axe Head Clay Cast
tconstruct:clay_cast:0, Pickaxe Head Clay Cast
tconstruct:clay_cast:0, Hammer Head Clay Cast
tconstruct:clay_cast:0, Hand Guard Clay Cast
tconstruct:stone_torch:0, Stone Torch
tconstruct:stone_ladder:0, Stone Ladder
tconstruct:punji:0, Punji Sticks
tconstruct:rack:0, Item Rack
tconstruct:rack:1, Drying Rack
tconstruct:wood_rail:0, Wooden Rail
tconstruct:wood_rail_trapdoor:0, Wooden Rail with a Trapdoor
tconstruct:wooden_hopper:0, Wooden Hopper
tconstruct:slime_channel:0, Slime Channel
tconstruct:slime_channel:1, Slime Channel
tconstruct:slime_channel:2, Slime Channel
tconstruct:slime_channel:3, Blood Channel
tconstruct:slime_channel:4, Slime Channel
tconstruct:dried_clay:0, Dried Clay
tconstruct:dried_clay:1, Dried Bricks
tconstruct:dried_clay_slab:0, Dried Clay Slab
tconstruct:dried_clay_slab:1, Dried Bricks Slab
tconstruct:dried_clay_stairs:0, Dried Clay Stairs
tconstruct:dried_brick_stairs:0, Dried Bricks Stairs
tconstruct:brownstone:0, Smooth Brownstone
